Study Start:  time = 8.688822
Grid Cleared:  time = 8.688822
Added Ground at 1, 0:  time = 19.21865
Added Ground at 2, 0:  time = 19.75258
Added Ground at 3, 0:  time = 20.0527
Added Ground at 4, 0:  time = 20.11933
Added Ground at 5, 0:  time = 20.20274
Added Ground at 6, 0:  time = 20.25273
Added Ground at 7, 0:  time = 20.28607
Added Ground at 8, 0:  time = 20.31933
Added Ground at 9, 0:  time = 20.35268
Added Ground at 10, 0:  time = 20.76992
Added Ground at 11, 0:  time = 20.81985
Added Ground at 12, 0:  time = 20.86991
Added Ground at 13, 0:  time = 20.91979
Added Ground at 14, 0:  time = 21.10332
Added Ground at 15, 0:  time = 21.15416
Added Ground at 16, 0:  time = 21.17082
Added Ground at 17, 0:  time = 21.18739
Added Ground at 18, 0:  time = 21.22064
Added Ground at 19, 0:  time = 21.23726
Added Ground at 20, 0:  time = 21.25395
Added Ground at 21, 0:  time = 21.30386
Added Ground at 22, 0:  time = 21.32056
Added Ground at 23, 0:  time = 21.35386
Added Ground at 24, 0:  time = 21.37053
Added Ground at 25, 0:  time = 21.4038
Added Ground at 26, 0:  time = 21.47059
Added Ground at 27, 0:  time = 21.50386
Added Ground at 28, 0:  time = 21.52055
Added Ground at 29, 0:  time = 21.55387
Added Ground at 5, 0:  time = 27.30827
Added Ground at 5, 0:  time = 27.30827
Added Ground at 5, 0:  time = 27.30827
Added Ground at 5, 0:  time = 27.30827
Added Ground at 5, 0:  time = 28.45892
Added Ground at 5, 0:  time = 29.07701
Added Ground at 5, 0:  time = 29.07701
Added Ground at 5, 0:  time = 29.07701
Added Ground at 5, 0:  time = 29.07701
Added Ground at 6, 0:  time = 29.32722
Added Ground at 6, 0:  time = 29.32722
Added Ground at 6, 0:  time = 29.32722
Added Ground at 7, 0:  time = 160.9665
Added Ground at 7, 0:  time = 160.9665
Added Ground at 7, 0:  time = 160.9665
Added Ground at 7, 0:  time = 160.9665
Added Ground at 8, 0:  time = 161.6991
Added Ground at 8, 0:  time = 161.6991
Added Ground at 8, 0:  time = 161.6991
Added Ground at 5, 0:  time = 164.2359
Added Ground at 6, 0:  time = 164.3351
Added Ground at 7, 0:  time = 164.4684
Added Ground at 8, 0:  time = 165.0016
Added Cloud 2 at 8, 11:  time = 172.2913
Added Cloud 2 at 23, 9:  time = 173.692
Added Pipe at 32, 0:  time = 190.7065
