Study Start:  time = 4.52795
Grid Cleared:  time = 4.52795
Added Ground at 0, 0:  time = 11.39038
Added Ground at 1, 0:  time = 12.04071
Added Ground at 2, 0:  time = 12.37408
Added Ground at 3, 0:  time = 12.69043
Added Ground at 4, 0:  time = 12.92491
Added Ground at 5, 0:  time = 13.2743
Added Ground at 9, 0:  time = 15.02731
Added Ground at 11, 0:  time = 15.29326
Added Ground at 10, 0:  time = 15.87679
Added Ground at 12, 0:  time = 16.59515
Added Ground at 13, 0:  time = 16.72784
Added Ground at 14, 0:  time = 16.77791
Added Ground at 15, 0:  time = 16.81503
Added Ground at 16, 0:  time = 16.8645
Added Ground at 17, 0:  time = 16.93106
Added Ground at 18, 0:  time = 16.9805
Added Ground at 19, 0:  time = 17.02979
Added Ground at 20, 0:  time = 17.11312
Added Ground at 21, 0:  time = 17.14582
Added Ground at 22, 0:  time = 17.19577
Added Ground at 25, 1:  time = 22.6995
Added Ground at 26, 1:  time = 22.86557
Added Ground at 28, 2:  time = 23.63289
Added Ground at 29, 2:  time = 23.73249
Added Ground at 31, 3:  time = 24.98415
Added Ground at 32, 3:  time = 25.11821
Added Ground at 34, 5:  time = 28.46982
Added Ground at 35, 5:  time = 28.61977
Added Ground at 36, 5:  time = 29.08671
Added Ground at 37, 5:  time = 29.18687
Added Ground at 39, 0:  time = 33.09076
Added Ground at 40, 0:  time = 33.22392
Added Ground at 41, 0:  time = 33.25686
Added Ground at 42, 0:  time = 33.27372
Added Ground at 43, 0:  time = 33.30748
Added Ground at 44, 0:  time = 33.32413
Added Ground at 45, 0:  time = 33.34079
Added Ground at 46, 0:  time = 33.37378
Added Ground at 47, 0:  time = 33.39074
Added Ground at 48, 0:  time = 33.40685
Added Ground at 49, 0:  time = 33.44013
Added Ground at 50, 0:  time = 33.45672
Added Ground at 51, 0:  time = 33.49079
Added Ground at 52, 0:  time = 33.52411
Added Ground at 53, 0:  time = 33.57377
Added Ground at 54, 0:  time = 33.60679
Added Ground at 55, 0:  time = 33.62356
Added Ground at 56, 0:  time = 33.67349
Added Ground at 57, 0:  time = 33.70752
Added Ground at 58, 0:  time = 33.75742
Added Ground at 59, 0:  time = 33.79116
Added Ground at 60, 0:  time = 33.84106
Added Ground at 61, 0:  time = 33.9404
Added Ground at 41, 8:  time = 35.22575
Added Ground at 42, 8:  time = 35.32476
Added Ground at 43, 8:  time = 35.34222
Added Ground at 44, 8:  time = 35.37554
Added Ground at 45, 8:  time = 35.39214
Added Ground at 46, 8:  time = 35.39214
Added Ground at 47, 8:  time = 35.40889
Added Ground at 48, 8:  time = 35.42554
Added Ground at 49, 8:  time = 35.44214
Added Ground at 50, 8:  time = 35.45855
Added Ground at 51, 8:  time = 35.47533
Added Ground at 52, 8:  time = 35.52522
Added Ground at 53, 8:  time = 35.8586
Added Ground at 54, 8:  time = 35.90851
Added Ground at 55, 8:  time = 36.10929
Added Ground at 56, 8:  time = 36.12563
Added Ground at 57, 8:  time = 36.15866
Added Ground at 58, 8:  time = 36.17535
Added Ground at 62, 0:  time = 38.22771
Added Ground at 63, 0:  time = 38.32738
Added Ground at 64, 0:  time = 38.36061
Added Ground at 65, 0:  time = 38.37731
Added Ground at 66, 0:  time = 38.3941
Added Ground at 67, 0:  time = 38.3941
Added Ground at 68, 0:  time = 38.4108
Added Ground at 69, 0:  time = 38.42747
Added Ground at 70, 0:  time = 38.42747
