Study Start:  time = 4.615523
Grid Cleared:  time = 4.615523
Added Ground at 0, 0:  time = 19.81588
Added Ground at 1, 0:  time = 19.93411
Added Ground at 2, 0:  time = 19.96726
Added Ground at 3, 0:  time = 19.9845
Added Ground at 4, 0:  time = 20.01731
Added Ground at 5, 0:  time = 20.06725
Added Ground at 6, 0:  time = 20.21598
Added Ground at 7, 0:  time = 20.26593
Added Ground at 8, 0:  time = 20.28369
Added Ground at 9, 0:  time = 20.3172
Added Ground at 10, 0:  time = 20.35046
Added Ground at 11, 0:  time = 20.38333
Added Ground at 12, 0:  time = 20.45495
Added Ground at 13, 0:  time = 20.52205
Added Ground at 14, 0:  time = 20.57149
Added Ground at 15, 0:  time = 20.60415
Added Ground at 16, 0:  time = 20.63807
Added Ground at 17, 0:  time = 20.6708
Added Ground at 18, 0:  time = 20.68747
Added Ground at 19, 0:  time = 20.72078
Added Ground at 20, 0:  time = 20.75405
Added Ground at 21, 0:  time = 20.80337
Added Ground at 22, 0:  time = 20.88613
Added Ground at 23, 0:  time = 21.06804
Added Ground at 24, 0:  time = 21.11808
Added Ground at 25, 0:  time = 21.15136
Added Ground at 26, 0:  time = 21.16744
Added Ground at 27, 0:  time = 21.21743
Added Ground at 28, 0:  time = 21.28441
Added Ground at 28, 1:  time = 21.33435
Added Ground at 29, 1:  time = 21.35095
Added Ground at 30, 1:  time = 21.38395
Added Ground at 31, 1:  time = 21.41717
Added Ground at 32, 1:  time = 21.45126
Added Ground at 33, 1:  time = 21.51761
Added Ground at 34, 1:  time = 21.6679
Added Ground at 34, 0:  time = 21.81855
Added Ground at 33, 0:  time = 21.91862
Added Ground at 28, 1:  time = 22.75116
Added Ground at 28, 1:  time = 22.75116
Added Ground at 28, 1:  time = 22.75116
Added Ground at 28, 1:  time = 22.75116
Added Ground at 29, 1:  time = 22.83584
Added Ground at 29, 1:  time = 22.83584
Added Ground at 29, 1:  time = 22.83584
Added Ground at 30, 1:  time = 22.86917
Added Ground at 30, 1:  time = 22.86917
Added Ground at 31, 1:  time = 22.90244
Added Ground at 31, 1:  time = 22.90244
Added Ground at 31, 1:  time = 22.90244
Added Ground at 32, 1:  time = 22.93575
Added Ground at 32, 1:  time = 22.93575
Added Ground at 33, 1:  time = 23.01918
Added Ground at 33, 1:  time = 23.01918
Added Ground at 33, 1:  time = 23.01918
Added Ground at 33, 0:  time = 23.26918
Added Ground at 33, 0:  time = 23.26918
Added Ground at 33, 0:  time = 23.26918
Added Ground at 34, 1:  time = 23.70304
Added Ground at 34, 0:  time = 23.71901
Added Ground at 29, 0:  time = 24.37022
Added Ground at 30, 0:  time = 24.41986
Added Ground at 31, 0:  time = 24.45315
Added Ground at 32, 0:  time = 24.46983
Added Ground at 33, 0:  time = 24.48707
Added Ground at 34, 0:  time = 24.50386
Added Ground at 35, 0:  time = 24.52048
Added Ground at 36, 0:  time = 24.53716
Added Ground at 37, 0:  time = 24.58702
Added Ground at 38, 0:  time = 24.6198
Added Ground at 39, 0:  time = 24.68634
Added Ground at 40, 0:  time = 24.73615
Added Ground at 41, 0:  time = 24.76946
Added Ground at 42, 0:  time = 24.78671
Added Ground at 43, 0:  time = 24.80344
Added Ground at 44, 0:  time = 24.83674
Added Ground at 45, 0:  time = 24.85339
Added Ground at 46, 0:  time = 24.87001
Added Ground at 47, 0:  time = 24.88703
Added Ground at 48, 0:  time = 24.88703
Added Ground at 49, 0:  time = 24.90381
Added Ground at 50, 0:  time = 24.92043
Added Ground at 51, 0:  time = 24.92043
Added Ground at 52, 0:  time = 24.95374
Added Ground at 53, 0:  time = 24.97107
Added Ground at 54, 0:  time = 24.97107
Added Ground at 55, 0:  time = 24.98783
Added Ground at 56, 0:  time = 25.00435
Added Ground at 57, 0:  time = 25.00435
Added Ground at 58, 0:  time = 25.02113
Added Ground at 59, 0:  time = 25.02113
Added Ground at 60, 0:  time = 25.05445
Added Ground at 61, 0:  time = 25.05445
Added Ground at 62, 0:  time = 25.07064
Added Ground at 63, 0:  time = 25.07064
Added Ground at 64, 0:  time = 25.08773
Added Ground at 65, 0:  time = 25.08773
Added Ground at 66, 0:  time = 25.10374
Added Ground at 67, 0:  time = 25.10374
Added Ground at 68, 0:  time = 25.12039
Added Ground at 69, 0:  time = 25.12039
Added Ground at 70, 0:  time = 25.15375
Added Ground at 71, 0:  time = 25.15375
Added Ground at 72, 0:  time = 25.17099
Added Ground at 73, 0:  time = 25.17099
