Study Start:  time = 8.138417
Grid Cleared:  time = 8.138417
Added Ground at 0, 0:  time = 16.96462
Added Ground at 1, 0:  time = 17.09853
Added Ground at 2, 0:  time = 17.16502
Added Ground at 3, 0:  time = 17.21508
Added Ground at 4, 0:  time = 17.23169
Added Ground at 5, 0:  time = 17.26492
Added Ground at 6, 0:  time = 17.281
Added Ground at 7, 0:  time = 17.31442
Added Ground at 8, 0:  time = 17.3311
Added Ground at 9, 0:  time = 17.3651
Added Ground at 10, 0:  time = 17.39853
Added Ground at 11, 0:  time = 17.41518
Added Ground at 12, 0:  time = 17.44842
Added Ground at 18, 0:  time = 17.59751
Added Ground at 19, 0:  time = 17.61429
Added Ground at 20, 0:  time = 17.63096
Added Ground at 21, 0:  time = 17.68059
Added Ground at 22, 0:  time = 17.68059
Added Ground at 23, 0:  time = 17.71398
Added Ground at 24, 0:  time = 17.76358
Added Ground at 24, 1:  time = 17.78114
Added Ground at 25, 1:  time = 17.78114
Added Ground at 26, 1:  time = 17.8493
Added Ground at 27, 1:  time = 17.8994
Added Ground at 28, 1:  time = 17.94895
Added Ground at 29, 1:  time = 17.98233
Added Ground at 29, 1:  time = 20.14965
Added Ground at 29, 1:  time = 20.14965
Added Ground at 29, 1:  time = 20.14965
Added Ground at 29, 1:  time = 20.14965
Added Ground at 28, 1:  time = 20.26667
Added Ground at 28, 1:  time = 20.26667
Added Ground at 28, 1:  time = 20.26667
Added Ground at 28, 1:  time = 20.26667
Added Ground at 27, 1:  time = 20.30019
Added Ground at 27, 1:  time = 20.30019
Added Ground at 27, 1:  time = 20.30019
Added Ground at 27, 1:  time = 20.30019
Added Ground at 26, 1:  time = 20.33301
Added Ground at 25, 1:  time = 20.50071
Added Ground at 25, 1:  time = 20.50071
Added Ground at 25, 1:  time = 20.50071
Added Ground at 24, 1:  time = 20.93365
Added Ground at 24, 1:  time = 20.93365
Added Ground at 24, 0:  time = 21.66821
Added Ground at 24, 0:  time = 21.66821
Added Ground at 24, 0:  time = 21.66821
Added Ground at 24, 0:  time = 21.66821
Added Ground at 23, 0:  time = 21.81751
Added Ground at 23, 0:  time = 21.81751
Added Ground at 22, 0:  time = 21.85095
Added Ground at 22, 0:  time = 21.85095
Added Ground at 21, 0:  time = 21.86757
Added Ground at 20, 0:  time = 21.9006
Added Ground at 20, 0:  time = 21.9006
Added Ground at 20, 0:  time = 21.9006
Added Ground at 19, 0:  time = 21.93386
Added Ground at 19, 0:  time = 21.93386
Added Ground at 18, 0:  time = 22.65208
Added Ground at 18, 0:  time = 22.65208
Added Ground at 18, 0:  time = 22.65208
Added Ground at 18, 0:  time = 22.65208
Added Ground at 13, 0:  time = 24.0197
Added Ground at 14, 0:  time = 24.13646
Added Ground at 15, 0:  time = 24.25351
Added Ground at 16, 0:  time = 24.31997
Added Ground at 17, 0:  time = 24.40331
Added Ground at 18, 0:  time = 24.45387
Added Ground at 19, 0:  time = 24.52065
Added Ground at 20, 0:  time = 24.58734
Added Ground at 21, 0:  time = 24.62057
Added Ground at 22, 0:  time = 24.65333
Added Ground at 23, 0:  time = 24.68666
Added Ground at 24, 0:  time = 24.73665
Added Ground at 29, 0:  time = 25.08725
Added Ground at 30, 0:  time = 25.12055
Added Ground at 28, 0:  time = 25.6705
Added Ground at 27, 0:  time = 25.77054
Added Ground at 26, 0:  time = 25.83781
Added Ground at 25, 0:  time = 25.93851
Added Ground at 31, 0:  time = 27.00529
Added Ground at 32, 0:  time = 27.15573
Added Ground at 33, 0:  time = 27.2218
Added Ground at 34, 0:  time = 27.28833
Added Ground at 35, 0:  time = 27.35498
Added Ground at 36, 0:  time = 27.42168
Added Ground at 37, 0:  time = 27.48915
